6.780000	0.884414	1	2.000000
6.060000	0.236526	1	0.857143
6.940000	0.551567	1	1.428571
2.940000	0.771928	2	3.778353
5.630000	0.409843	0	2.369231
8.160000	0.661233	0	1.333333
7.530000	0.323634	0	0.769231
4.560000	0.776862	0	3.776119
6.560000	0.344021	0	2.852871
2.220000	1.800647	0	2.040816
8.660000	0.075556	2	0.500000
4.470000	1.794679	0	2.659020
3.690000	0.840416	0	2.000000
3.000000	1.282557	0	1.714286
8.130000	0.749631	0	1.428571
6.220000	0.119222	0	0.666667
6.500000	0.155584	0	0.500000
3.910000	3.116592	0	1.637931
2.560000	0.715481	0	2.914530
7.590000	0.367044	1	0.500000
3.160000	0.434327	0	1.555556
4.750000	0.387262	0	1.800000
4.250000	0.517833	0	1.333333
6.560000	0.235802	0	1.200000
5.940000	0.749680	0	2.100000
7.030000	0.492449	0	1.758621
5.470000	0.490701	0	1.333333
5.000000	1.472690	0	2.500000
2.310000	1.314985	0	1.894737
7.380000	0.135766	1	1.333333
8.130000	0.024608	2	0.500000
4.630000	0.618661	1	2.516129
5.030000	0.441426	0	1.200000
6.690000	0.805288	0	1.458333
7.880000	0.301923	2	1.312500
3.250000	1.345691	0	1.834951
5.630000	1.281387	0	1.800000
3.690000	1.863237	0	2.826087
2.940000	0.569797	0	1.272727
6.440000	1.513594	0	1.782946
4.130000	0.360337	0	1.428571
4.750000	0.467518	0	2.217391
2.380000	2.744699	0	2.000000
4.940000	0.509307	0	2.222222
5.940000	0.885827	0	2.766917
1.810000	2.261006	0	1.953488
6.720000	0.479062	0	1.111111
8.000000	0.350557	1	0.666667
5.160000	0.234349	0	2.000000
4.940000	1.113799	0	3.151333
7.810000	0.320624	0	0.842105
7.630000	0.159852	0	1.200000
6.480000	1.467000	0	2.722753
8.440000	0.079626	2	1.714286
8.590000	0.414703	0	1.666667
6.340000	0.398987	0	1.428571
7.780000	0.791541	1	1.500000
8.500000	0.103505	1	1.000000
3.380000	1.055183	0	2.560976
3.630000	0.788813	0	1.714286
7.890000	0.029061	2	0.666667
5.970000	2.363050	0	1.510204
7.030000	1.042232	0	1.875000
7.690000	1.271847	1	2.727273
7.470000	0.169967	1	0.666667
8.340000	0.153097	2	0.666667
8.700000	0.215295	2	2.538462
7.810000	0.672242	0	2.481122
5.700000	0.876368	0	3.232219
6.340000	0.790231	0	1.875000
8.360000	0.372260	0	1.000000
3.940000	0.910403	0	1.500000
7.160000	0.413273	0	1.200000
5.630000	0.910409	0	0.840000
7.530000	0.419903	0	0.666667
6.250000	0.337841	0	1.597938
8.300000	0.064631	1	0.857143
5.250000	1.605910	0	1.666667
8.530000	0.109470	2	0.666667
7.940000	3.102186	0	2.171429
6.880000	0.456462	1	0.789474
5.940000	0.866353	0	1.680000
4.060000	1.767765	0	2.067669
7.720000	0.178010	1	0.500000
3.690000	3.941341	0	1.000000
7.440000	0.153808	2	0.500000
6.250000	0.606519	0	1.428571
2.630000	4.257935	0	2.062500
7.310000	1.125805	0	1.000000
5.750000	1.725828	0	2.059701
3.470000	1.185428	1	1.742424
3.630000	1.430670	0	1.272727
5.560000	0.053835	0	1.274510
7.830000	0.141039	2	0.666667
6.810000	0.746671	0	2.500000
7.190000	2.291891	0	1.486486
4.380000	1.144990	0	2.609297
6.530000	0.592143	0	2.344828
6.310000	0.522786	0	2.869565
6.030000	0.597203	0	2.658228
6.250000	1.330742	0	3.136488
6.340000	1.050982	0	3.003962
3.780000	0.714481	0	2.984733
